substanceId,inciName,innName,phEurName,casNo,ecNo,chemicalDescription,chemicalName,functionName,status,cosmeticRestriction,otherRestrictions,otherRegulations,relatedRegulations,maximumConcentration,productTypeBodyParts,wordingOfConditions,sccsOpinion,note,perfuming,annexNo,officialJournalPublication,currentVersion
60210,YUCCA ALOIFOLIA LEAF/ROOT EXTRACT,,,223748-88-7 / 90147-57-2,- / 290-449-0,"Yucca Aloifolia Extract is an extract of the leaves and roots of Yucca aloifolia L., Liliaceae",,FRAGRANCE | SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60212,YUCCA BREVIFOLIA ROOT EXTRACT,,,91722-59-7,294-459-6,"Yucca Brevifolia Root Extract is an extract of the roots of the Hoshua Tree, Yucca brevifolia, Agavaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60213,YUCCA FILAMENTOSA EXTRACT,,,90147-58-3,290-450-6,"Yucca Filamentosa Extract is an extract of the whole plant of the Bear Grass, Yucca filamentosa L., Agavaceae",,FRAGRANCE,Active,,,,,,,,,,N,,Y,1
60214,YUCCA FILAMENTOSA ROOT,,,90147-58-3,290-450-6,"Yucca Filamentosa Root is the roots of the Bear Grass, Yucca filamentosa L., Agavaceae",,SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60215,YUCCA GLAUCA ROOT EXTRACT,,,223749-02-8 / 90147-57-2,- / 290-449-0,"Yucca Glauca Extract is an extract of the root of the Yucca, Yucca glauca, Liliaceae",,SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60216,YUCCA SCHIDIGERA LEAF/ROOT/STEM EXTRACT,,,90147-57-2 (Generic) / 223749-05-1,290-449-0,"Yucca Schidigera Extract is an extract of the leaves, stems and roots of the yucca, Yucca schidigera, Liliaceae",,CLEANSING | FRAGRANCE | SKIN PROTECTING | SURFACTANT - CLEANSING,Active,,,,,,,,,,N,,Y,1
60217,YUCCA SCHIDIGERA FRUIT,,,90147-57-2,290-449-0,"Yucca Schidigera Fruit is the fruit of the Small Soap Weed, Yucca schidigera, Liliaceae",,SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60218,TERMINALIA CHEBULA BARK EXTRACT,,,90131-48-9,290-359-1,"Terminalia Chebula Bark Extract is an extract of the bark of the Myrobalan,Terminalia chebula, Combretaceae",,ASTRINGENT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60219,TERMINALIA CHEBULA EXTRACT,,,90131-48-9,290-359-1,"Terminalia Chebula Extract is an extract of the Myrobalan, Terminalia chebula, Combretaceae",,ASTRINGENT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60220,TERMINALIA CHEBULA FRUIT EXTRACT,,,90131-48-9,290-359-1,"Terminalia Chebula Fruit Extract is an extract of the fruit of Terminalia chebula, Combretaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60221,TERMINALIA CHEBULA FRUIT POWDER,,,90131-48-9,290-359-1,"Terminalia Chebula Fruit Powder is the powder obtained from the dried, ground fruit of the Myrobalan, Terminalia chebula, Combretaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60222,TERMINALIA CHEBULA ROOT EXTRACT,,,90131-48-9,290-359-1,"Terminalia Chebula Root Extract is an extract of the roots of the Myrobalan, Terminalia chebula, Combretaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60223,TERMINALIA FERDINANDIANA FRUIT EXTRACT,,,-,-,"Terminalia Ferdinandiana Fruit Extract is an extract of the fruit of the Terminalia ferdinandiana, Combretaceae",,ANTIOXIDANT | BLEACHING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60224,TESTICULAR HYDROLYSATE,,,84540-19-2,283-110-3,"Testicular Hydrolysate is an hydrolysate of animal testicular tissue derived by acid, enzyme or other method of hydrolysis",,SKIN CONDITIONING,Active,"Please consider whether entry 419 of Annex II to the Cosmetics Regulation 1223/2009 is applicable. According to entry 419, category 1 material and Category 2 material as defined in Articles 4 and 5 respectively of Regulation (EC) No 1774/2002, and ingredients derived therefrom are prohibited in cosmetics products. Regulation (EC) No 1774/2002 has been repealed and replaced by Regulation No. 1069/2009. For Category 1 and 2 materials in Regulation No. 1069/2009, please see Article 8 and 9, respectively.",,,,,,,,,N,,Y,1
60225,TETRAACETYLPHYTOSPHINGOSINE,,,,,Tetraacetylphytosphingosine is the tetraester of acetic acid and Phytosphingosine (q.v.),,HAIR CONDITIONING | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60226,TETRAAMINOPYRIMIDINE SULFATE,,,5392-28-9,226-393-0,,"Pyrimidine tetramine, sulfate (1:1); Pyrimidinetetrayltetraamine sulphate",HAIR DYEING,Active,Annex III/200,ban substances that deplete the ozone layer,,,,,,"Opinion concerning 2,4,5,6-Tetraaminopyrimidine | Opinion on Tetra-Aminopyrimidine sulfate",,N,,Y,1
60227,TETRABROMOPHENOL BLUE,,,4430-25-5,224-622-9,Tetrabromophenol Blue is the organic compound that conforms to the formula:,"Phenol, 4,4'-(4,5,6,7-Tetrabromo-1,1-Dioxido-3H-2,1-Benzoxathiol-3-ylidene)Bis[2,6-Dibromo-",HAIR DYEING,Active,,,,,,,,"Opinion concerning Tetrabromophenol Blue | OPINION ON Tetrabromophenol Blue, 4,4’-(4,5,6,7-tetrabromo-1,1-dioxido-3H-2,1-benzoxathiol-3-yliden)bis-2,6-dibromophenol (C183) | OPINION ON Tetrabromophenol Blue, 4,4’-(4,5,6,7-tetrabromo-1,1-dioxido-3H-2,1-benzoxathiol-3-yliden)bis-2,6-dibromophenol (C183)",,N,,Y,1
60228,TETRABUTYL ETHYLIDENEBISPHENOL,,,35958-30-6,252-816-3,,"Phenol, 2,2'-ethylidenebis[4,6-bis(1,1-dimethylethyl)-",ANTIOXIDANT,Active,,,,,,,,,,N,,Y,1
60229,TETRABUTYL PHENYL HYDROXYBENZOATE,,,,,Tetrabutyl Phenyl Hydroxybenzoate,,ANTIOXIDANT,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60230,TETRADECYLEICOSANOIC ACID,,,,,,Tetradecyleicosanoic Acid,EMULSION STABILISING | VISCOSITY CONTROLLING,Active,,,,,,,,,,N,,Y,1
60231,TETRADECYLOCTADECANOIC ACID,,,,,,Tetradecyloctadecanoic Acid,EMULSION STABILISING | VISCOSITY CONTROLLING,Active,,,,,,,,,,N,,Y,1
60232,TETRADECYLOCTADECYL BEHENATE,,,,,"Behenic acid, tetradecyloctadecyl ester",,BINDING | EMULSION STABILISING | FILM FORMING | OPACIFYING | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60233,TETRADECYLOCTADECYL MYRISTATE,,,,,"Myristic acid, tetradecyloctadecyl ester",,BINDING | EMULSION STABILISING | FILM FORMING | OPACIFYING | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60234,TETRADECYLOCTADECYL STEARATE,,,,,"Stearic acid, tetradecyloctadecyl ester",,BINDING | EMULSION STABILISING | FILM FORMING | OPACIFYING | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60235,TETRADECYLPROPIONATES,,,,,"Tetradecylpropionates is an isomeric mixture of esters consisting chiefly of 2-Tetradecylpropionate, 3-Tetradecylpropionate and 4-Tetradecylpropionate",,SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SOLVENT,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60237,TETRAHYDRO-6-NITROQUINOXALINE,,,,,,"Quinoxaline, 1,2,3,4-tetrahydro-6-nitro-",HAIR DYEING | LIGHT STABILIZER,Active,II/1240,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60238,TETRAHYDROBISDEMETHOXYDIFERULOYLMETHANE,,,113482-94-3,,,Tetrahydrobisdemethoxycurcumin,ANTIOXIDANT | ORAL CARE | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60239,TETRAHYDROCURCUMIN DIACETATE,,,52199-86-7,,,"3,5-Heptanedione, 1,7-bis[4-(acetyloxy)-3-methoxyphenyl]-",ANTIOXIDANT | BLEACHING | SKIN PROTECTING | UV ABSORBER,Active,,,,,,,,,,N,,Y,1
60240,TETRAHYDRODEMETHOXYDIFERULOYLMETHANE,,,149579-07-7,,,Tetrahydrodemethoxycurcumin,ANTIOXIDANT | ORAL CARE | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60241,TETRAHYDROPIPERINE,,,23434-88-0,,,"1-Pentanone, 5-(1,3-benzodioxol-5-yl)-1-(piperidinyl)-",SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60242,TETRAHYDROXYPROPYL ETHYLENEDIAMINE DIOLEATE,,,,,,Ethylenediamine Tetrakis (2-hydroxypropyl) Dioleic Acid,CHELATING,Active,,,,,,,,,,N,,Y,1
60243,TETRAMETHRIN,,,7696-12-0,231-711-6,Tetramethrin is the organic compound that conforms to the formula:,"Cyclopropane carboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (1,2,3,4,5,6,7-hexahydro-1,3-dioxo-2H-isoindol-2-yl)- methyl ester",ANTIMICROBIAL,Active,II/1618,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60244,TETRAMETHYL CYCLOPENTENE BUTENOL,,,,,,Tetramethyl Cyclopentene Butenol,FRAGRANCE,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60245,TETRAMETHYL HEXAPHENYL TETRASILOXANE,,,38421-40-8,,,"Tetrasiloxane, 1,3,5,7-tetramethyl-1,1,1,3,5,7,7-hexaphenyl-",SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60247,TETRAMETHYLOLGLYCOLURIL,,,5395-50-6,226-408-0,,"Imidazo[4,5-d]imidazole-2,5(1H,3H)-dione, tetrahydro-1,3,4,6-tetrakis(hydroxymethyl)-",ANTIMICROBIAL,Active,,,,,,,,,,N,,Y,1
60248,TETRANDRINE,,,518-34-3,,,"Berbaman, 6,6',7,12-Tetramethoxy-2,2'-(Dimethyl-,(1beta)-",SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60249,TETRAPEPTIDE-1,,,-,-,"Tetrapeptide-1 is a synthetic peptide containing leucine, proline, threonine, and valine",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60252,YUCCA SCHIDIGERA FRUIT JUICE,,,90147-57-2,290-449-0,"Yucca Schidigera Fruit Juice is the juice expressed from the fruit of the Small Soap Weed, Yucca schidigera, Liliaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60254,ZANTEDESCHIA AETHIOPICA FLOWER/STEM EXTRACT,,,,,"Zantedeschia Aethiopica Flower/Stem Extract is an extract of the flowers and stems of Zantedeschia aethiopica, Araceae",,FRAGRANCE,Active,,,,,,,,,,N,,Y,1
60255,ZANTHOXYLUM ACANTHOPODIUM FRUIT OIL,,,102242-62-6,310-094-8,"Zanthoxylum Acanthopodium Fruit Oil is the volatile oil obtained from the steam distillation of the fruit of Zanthoxylum acanthopodium, Rutaceae",,FRAGRANCE,Active,,,,,,,,,,N,,Y,1
60257,ZANTHOXYLUM ALATUM FRUIT EXTRACT,,,91770-90-0,294-877-9,"Zanthoxylum Alatum Extract is an extract of the fruits of Zanthoxylum alatum, Rutaceae",,FRAGRANCE | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60259,ZANTHOXYLUM AMERICANUM BARK EXTRACT,,,90105-89-8,290-297-4,"Zanthoxylum Americanum Extract is an extract of the bark of the prickly ash, Zanthoxylum americanum, Rutaceae",,FRAGRANCE | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60260,ZANTHOXYLUM BUNGEANUM BARK/FRUIT/FLOWER/STALK EXTRACT,,,,,"Zanthoxylum Bungeanum Bark/Fruit/Flower/Stalk Extract is an extract of the berries, flowers, stalks and bark of Zanthoxylum Bungeanum",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60261,ZANTHOXYLUM PIPERITUM FRUIT EXTRACT,,,97404-53-0,306-820-8,"Zanthoxylum Piperitum Extract is an extract of the fruit of the Prickly Ash, Zanthoxylum piperitum, Rutaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60262,ZANTHOXYLUM PIPERITUM OIL,,,97404-53-0,306-820-8,"Zanthoxylum Piperitum Oil is the oil obtained from the fruit and fruit pericarp of the Prickly Ash, Zanthoxylum piperitum, Rutaceae",,FRAGRANCE,Active,,,,,,,,,,N,,Y,1
60263,ZANTHOXYLUM PIPERITUM PEEL EXTRACT,,,97404-53-0,306-820-8,"Zanthoxylum Piperitum Peel Extract is an extract of the peels of the Prickly Ash, Zanthoxylum piperitum, Rutaceae",,ANTIMICROBIAL,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60264,ZANTHOXYLUM ZANTHOXYLOIDES BARK EXTRACT,,,102242-62-6,310-094-8,"Zanthoxylum Zanthoxyloides Bark Extract is an extract of the bark of Zanthoxylum zanthoxyloides, Rutaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60265,ZEA MAYS FRUIT,,,,,"Zea Mays (Corn) Fruit is the fruit of Zea mays L., Poaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60266,ZEA MAYS KERNEL EXTRACT,,,84696-06-0,-,"Zea Mays Kernel Extract is an extract of the kernels of the Corn, Zea mays L., Poaceae",,BINDING | BULKING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60267,ZEA MAYS KERNEL MEAL,,,66071-96-3,266-116-0,"Zea Mays Meal is the coarse flour prepared by milling the kernels of the Corn, Zea mays L., Gramineae",,ABRASIVE | BINDING | BULKING,Active,,,,,,,,,,N,,Y,1
60268,ZEA MAYS SEED FLOUR,,,68525-86-0,271-199-1,"Zea Mays Flour are the finely milled and refined substances derived from grains of the Corn, Zea mays L., Gramineae",,ABRASIVE | ABSORBENT | BINDING | BULKING,Active,,,,,,,,,,N,,Y,1
60269,ZINC ADENOSINE TRIPHOSPHATE,,,6602-83-1,-,,"Adenosine 5'-(tetrahydrogen triphosphate), zinc salt (1:1)",ANTIOXIDANT | SKIN CONDITIONING,Active,III/24,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60270,ZINC ASCORBATE,,,134343-96-7,,,"L-Ascorbic acid, zinc complex",ANTIOXIDANT | ORAL CARE | SKIN PROTECTING,Active,III/24,,,,,,,,,N,,Y,1
60271,ZINC CARBONATE HYDROXIDE,,,150607-22-0,-,,Zinc carbonate hydroxide,BUFFERING | BULKING,Active,,,,,,,,,,N,,Y,1
60272,ZINC CERIUM OXIDE,,,,,,Zinc cerium oxide,UV ABSORBER,Active,,,,,,,,,,N,,Y,1
60273,ZINC COCETH SULFATE,,,,,Zinc di(coco-alkylpoly(oxyethylene)sulfate) (1-4 mol EO average),,CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/24,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60274,ZINC COCO-SULFATE,,,-,-,"Sulfuric Acid, monococo-alkyl ester, zinc salt, (2:1)",,CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/24,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60275,ZINC CYSTEINATE,,,,,,Zinc Cysteate,ANTIMICROBIAL,Active,III/24,,,,,,,,,N,,Y,1
60276,TETRAPEPTIDE-4,,,-,-,"Tetrapeptide-4 is a synthetic peptide containing glysine, glutamic acid and proline residues",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60277,TETRAPEPTIDE-5,,,-,-,"Tetrapeptide-5 is a synthetic peptide containing alanine, histidine and serine residues",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60280,TETRASODIUM DICARBOXYMETHYL ASPARTATE,,,34612-80-1,,,"L-Aspartic Acid, N, N-bis(carboxymethyl),- tetrasodium Salt",CHELATING,Active,,,,,,,,,,N,,Y,1
60282,TETRASODIUM DISUCCINOYL CYSTINE,,,184830-08-8,,,"L-Cystine, N,N'-bis(3-carboxy-1-oxopropyl)-tetrasodium Salt",HAIR CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60284,TETRASODIUM IMINODISUCCINATE,,,144538-83-0,,,"Iminodibutanedioic acid, tetrasodium salt",CHELATING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60285,TEUCRIUM CANADENSE FLOWER/LEAF/STEM EXTRACT,,,,,"Teucrium Canadense Flower/Leaf/Stem Extract is the extract obtained from the flowers, leaves and stems of the Teucrium canadense L., Lamiaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60286,THEANINE,,,3081-61-6,221-379-0,,N-Ethyl-L-Glutamine,SKIN CONDITIONING - EMOLLIENT | HUMECTANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60287,THELYPTERIS INTERRUPTA LEAF EXTRACT,,,,,"Thelypteris Interrupta Leaf Extract is an extract of the leaves of the Thelypteris interrupta, Thelypteridaceae",,HUMECTANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60288,THEOBROMA CACAO FRUIT POWDER,,,84649-99-0,283-480-6,"Theobroma Cacao (Cocoa) Fruit Powder is the powder obtained from the dried, ground fruit of the Cocoa, Theobroma cacao L., Sterculiaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60289,THEOBROMA CACAO HUSK,,,84649-99-0,283-480-6,"Theobroma Cacao Husk is the husk obtained from the Cocoa, Theobroma cacao L., Sterculiaceae",,ABRASIVE,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60290,THEOBROMA CACAO LEAF CELL EXTRACT,,,84649-99-0,283-480-6,"Theobroma Cacao Leaf Cell Extract is the extract of a culture of the leaves cells of the Cocoa, Theobroma cacao L., Sterculiaceae",,FRAGRANCE | SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60291,THEOBROMA CACAO SEED BUTTER,,,84649-99-0 / 8002-31-1,283-480-6 / -,"Theobroma Cacao Seed Butter is a yellowish white solid material obtained from the roasted seeds of the Cocoa, Theobroma cacao L., Sterculiaceae",,SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | SKIN CONDITIONING | SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60292,THEOBROMA CACAO SEED POWDER,,,84649-99-0,283-480-6,"Theobroma Cacao Seed Powder is the powder obtained from the dried, ground seeds of the Cocoa, Theobroma cacao L., Sterculiaceae",,ABRASIVE,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60293,THEOBROMA CACAO SHELL POWDER,,,84649-99-0,283-480-6,"Theobroma Cacao Shell Powder is a powder obtained from the dried, ground shells of the Cocoa, Theobroma cacao L., Sterculiaceae",,ABRASIVE | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60294,THEOBROMA GRANDIFLORUM FRUIT EXTRACT,,,394236-97-6,-,"Theobroma Grandiflorum Fruit Extract is an extract of the fruit of Theobroma grandiflorum, Sterculiaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60295,THEOBROMA GRANDIFLORUM SEED BUTTER,,,394236-97-6,-,"Theobroma Grandiflorum Seed Butter is the fat obtained from the seeds of Theobroma grandiflorum, Sterculiaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60296,THERMUS THERMOPHILLUS FERMENT,,,,,Thermus Thermophillus Ferment is the product of the fermentation of Thermus Thermophillus,,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60297,THIAMINE DIPHOSPHATE,,,154-87-0,205-836-1,,"Thiazolium, 3-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-4-methyl-5-(4,6,6-trihydroxy-3,5-dioxa-4,6-diphosphahex-1-yl)-, chloride, P,P'-dioxide",SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60298,THIANTHOL,mesulfen,,135-58-0,205-202-4,,"Thianthrene, 2,7-dimethyl-",ANTIMICROBIAL | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60299,THIOCTIC ACID,Thioctic acid [JAN],,1077-28-7,214-071-2,,"1,2-Dithiolane-3-pentanoic acid, (+/-)-",ANTIOXIDANT,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60300,THIODIPROPIONIC ACID,,,111-17-1,203-841-3,,"3,3'-Thiodipropionic Acid",SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60301,ZINC GLYCINATE,,,14281-83-5,238-173-1,,"Glycine, Zinc Salt",BUFFERING,Active,III/24,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60302,ZINC GLYCYRRHETINATE,,,,,,"3beta-Hydroxy-11-oxo-20beta-olean-12-en-29-oic acid, zinc salt",FRAGRANCE | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60303,ZINC MAGNESIUM ASPARTATE,,,,,,Zinc magnesium aspartate,ANTIMICROBIAL | BUFFERING | SKIN PROTECTING,Active,III/24,,,,,,,,,N,,Y,1
60304,ZINC PICOLINATE,,,17949-65-4,-,,"2-Pyridinecarboxylic acid, zinc complex",ORAL CARE | SOOTHING,Active,III/24,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60305,ZINC SALICYLATE,,,16283-36-6,240-380-7,,Zinc Disalicylate,ANTIMICROBIAL,Active,III/24,,,,,,,,,N,,Y,1
60306,ZINC SILICATE,,,13597-65-4,,,"Silicic Acid, Zinc Salt (1:2)",DEODORANT,Active,,,,,,,,,,N,,Y,1
60307,ZINC THIOSALICYLATE,,,16742-82-8,-,,"Zinc, bis[2-(mercapto-S)benzoato-O]-",ANTIOXIDANT | HAIR CONDITIONING | SKIN CONDITIONING,Active,III/24,,,,,,,,,N,,Y,1
60308,ZINC UNDECYLENOYL HYDROLYZED WHEAT PROTEIN,,,,,"Protein hydrolysates, wheat, reaction product with undecylenic acid, zinc salt",,EMULSION STABILISING | HAIR CONDITIONING | SKIN CONDITIONING,Active,III/24,,,,,,,,,N,,Y,1
60309,ZINC ZEOLITE,,,,,,Zinc Zeolite,ABSORBENT | ASTRINGENT | SKIN CONDITIONING | SKIN PROTECTING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60310,ZINGIBER AROMATICUS EXTRACT,,,84696-15-1,283-634-2,"Zingiber Aromaticus Extract is an extract of the roots of Zingiber aromaticus, Zingiberaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60311,ZINGIBER CASSUMUNAR EXTRACT,,,84696-15-1,283-634-2,"Zingiber Cassumunar Extract is an extract of the leaves and flowers of Zingiber cassumunar, Zingiberaceae",,FRAGRANCE | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60312,ZINGIBER CASSUMUNAR ROOT EXTRACT,,,84696-15-1,283-634-2,"Zingiber Cassumunar Root Extract is an extract of the roots of Zingiber cassumunar, Zingiberaceae",,HUMECTANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60313,ZINGIBER CASSUMUNAR ROOT OIL,,,84696-15-1 / 8007-08-7,283-634-2 / -,"Zingiber Cassumunar Root Oil is the volatile oil obtained from the roots of Zingiber cassumunar, Zingiberaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60314,ZINGIBER CASSUMUNAR ROOT POWDER,,,84696-15-1,283-634-2,"Zingiber Cassumunar Root Powder is the powder obtained from the dried, ground roots of Zingiber cassumunar, Zingiberaceae",,HUMECTANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60316,ZINGIBER OFFICINALE ROOT EXTRACT,,,84696-15-1,283-634-2,"Zingiber Officinale Extract is an extract of the roots of the Ginger, Zingiber officinalis L., Zingiberaceae",,FRAGRANCE | SKIN CONDITIONING | TONIC | PERFUMING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60317,ZINGIBER OFFICINALE ROOT OIL,,,8007-08-7,-,"Zingiber Officinale Oil is the volatile oil obtained from the dried rhizomes of the Ginger, Zingiber officinale L., Zingiberaceae",,FRAGRANCE | SKIN CONDITIONING | TONIC | PERFUMING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60318,ZINGIBER OFFICINALE ROOT POWDER,,,84696-15-1,283-634-2,"Zingiber Officinale Root Powder is the powder obtained from the dried, ground roots of the Ginger, Zingiber officinale L., Zingiberaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60319,ZINGIBER OFFICINALE WATER,,,84696-15-1,283-634-2,"Zingiber Officinale Water is an aqueous solution of the steam distillate obtained from the Ginger, Zingiber officinale L., Zingiberaceae",,FRAGRANCE,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60320,ZINGIBER ZERUMBET EXTRACT,,,91770-92-2,294-880-5,"Zingiber Zerumbet Extract is an extract of the plant Zingiber zerumbet L., Zingiberaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60321,ZINGIBER ZERUMBET JUICE,,,91770-92-2,294-880-5,"Zingiber Zerumbet Juice is the juice expressed from the flowering bracts of the Zingiber zerumbet L., Zingiberaceae",,HAIR CONDITIONING,Active,,,,,,,,,,N,,Y,1
60322,ZIZANIA AQUATICA EXTRACT,,,,,"Zizania Aquatica Extract is an extract of the whole plant Zizania aquatica L., Poaceae",,FRAGRANCE,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60328,ZOSTERA MARINA EXTRACT,,,,,"Zostera Marina Extract is an extract of the plant Zostera marina L., Zosteraceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60329,ZYMOMONAS FERMENT EXTRACT,,,,,Zymomonas Ferment Extract is an extract of the product obtained by the fermentation of Zymomonas Mobilis,,HUMECTANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60330,ZYMOMONAS FERMENT FILTRATE,,,,,Zymomonas Ferment Filtrate is a filtrate of the product obtained by the fermentation of Zymomonas,,HUMECTANT | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60331,SUCCINOYL ATELOCOLLAGEN,,,,,Succinoyl Atelocollagen is the product formed by the reaction of succinic anhydride and atelocollagen (q.v.),,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
